no,semetre,promedio,carrera
1693,3,91.09,CIVIL
1694,2,86,CIVIL
1695,3,84.5,CIVIL
1696,3,92,CIVIL
1697,2,0,CIVIL
1698,2,91.33,CIVIL
1699,2,85.33,CIVIL
1700,1,0,CIVIL
1701,1,0,CIVIL
1702,1,0,CIVIL
1703,2,0,CIVIL
1704,3,83.5,CIVIL
1705,2,86.33,CIVIL
1706,1,0,CIVIL
1707,1,0,CIVIL
1708,2,87.67,CIVIL
1709,3,86.25,CIVIL
1710,3,86.08,CIVIL
1711,2,0,CIVIL
1712,3,78.27,CIVIL
1713,1,0,CIVIL
1714,3,79.56,CIVIL
1715,3,83.27,CIVIL
1716,3,87,CIVIL
1717,2,92.83,CIVIL
1718,2,86.4,CIVIL
1719,1,0,CIVIL
1720,2,87.67,CIVIL
1721,3,84.33,CIVIL
1722,2,77.33,CIVIL
1723,3,82.25,CIVIL
1724,1,0,CIVIL
1725,3,90.36,CIVIL
1726,2,0,CIVIL
1727,1,0,CIVIL
1728,2,91.17,CIVIL
1729,2,85.8,CIVIL
1730,2,87.67,CIVIL
1731,2,87.83,CIVIL
1732,1,0,CIVIL
1733,1,0,CIVIL
1734,2,89.83,CIVIL
1735,1,0,CIVIL
1736,1,0,CIVIL
1737,1,0,CIVIL
1738,2,87,CIVIL
1739,3,83,CIVIL
1740,1,0,CIVIL
1741,3,84,CIVIL
1742,2,0,CIVIL
1743,2,82,CIVIL
1744,1,0,CIVIL
1745,1,0,CIVIL
1746,3,70,CIVIL
1747,2,87.4,CIVIL
1748,3,76.89,CIVIL
1749,1,0,CIVIL
1750,2,0,CIVIL
1751,1,0,CIVIL
1752,1,0,CIVIL
1753,1,0,CIVIL
1754,1,0,CIVIL
1755,2,85.2,CIVIL
1756,2,89.2,CIVIL
1757,1,0,CIVIL
1758,1,0,CIVIL
1759,3,83.64,CIVIL
1760,3,83,CIVIL
1761,2,81.5,CIVIL
1762,3,89.17,CIVIL
1763,2,81.5,CIVIL
1764,2,81,CIVIL
1765,2,0,CIVIL
1766,1,0,CIVIL
1767,2,88.5,CIVIL
1768,1,0,CIVIL
1769,1,0,CIVIL
1770,1,0,CIVIL
1771,1,0,CIVIL
1772,4,84.84,ELECTRICA
1773,6,83.19,ELECTRICA
1774,6,89.59,ELECTRICA
1775,9,83.94,ELECTRICA
1776,11,80.56,ELECTRICA
1777,10,81.16,ELECTRICA
1778,10,82.09,ELECTRICA
1779,10,78.88,ELECTRICA
1780,6,87.84,ELECTRICA
1781,8,89.62,ELECTRICA
1782,8,84.69,ELECTRICA
1783,7,80.52,ELECTRICA
1784,10,83.61,ELECTRICA
1785,9,82.28,ELECTRICA
1786,4,83.88,ELECTRICA
1787,12,80.88,ELECTRICA
1788,10,78.97,ELECTRICA
1789,4,82.63,ELECTRICA
1790,6,83.27,ELECTRICA
1791,4,84.06,ELECTRICA
1792,7,82.48,ELECTRICA
1793,9,90.26,ELECTRICA
1794,6,91.17,ELECTRICA
1795,9,81.59,ELECTRICA
1796,10,81.61,ELECTRICA
1797,6,85.83,ELECTRICA
1798,4,80.92,ELECTRICA
1799,10,84.65,ELECTRICA
1800,10,81.62,ELECTRICA
1801,8,86.85,ELECTRICA
1802,7,85.15,ELECTRICA
1803,4,88.25,ELECTRICA
1804,8,86,ELECTRICA
1805,8,83.07,ELECTRICA
1806,9,84.44,ELECTRICA
1807,6,84.7,ELECTRICA
1808,5,89.44,ELECTRICA
1809,6,84.7,ELECTRICA
1810,6,84,ELECTRICA
1811,8,82.35,ELECTRICA
1812,6,91.26,ELECTRICA
1813,5,83.18,ELECTRICA
1814,8,90.7,ELECTRICA
1815,4,80.94,ELECTRICA
1816,11,82.6,ELECTRICA
1817,8,81.81,ELECTRICA
1818,8,82.7,ELECTRICA
1819,10,85.33,ELECTRICA
1820,9,81.13,ELECTRICA
1821,7,83.25,ELECTRICA
1822,8,89.02,ELECTRICA
1823,4,86.67,ELECTRICA
1824,6,83.21,ELECTRICA
1825,6,83.93,ELECTRICA
1826,8,82.82,ELECTRICA
1827,6,82.52,ELECTRICA
1828,5,83.78,ELECTRICA
1829,6,90.1,ELECTRICA
1830,8,89.57,ELECTRICA
1831,4,94.44,ELECTRICA
1832,6,82.38,ELECTRICA
1833,7,82.83,ELECTRICA
1834,8,86.29,ELECTRICA
1835,6,84.04,ELECTRICA
1836,7,83.71,ELECTRICA
1837,7,87.5,ELECTRICA
1838,10,80.33,ELECTRICA
1839,11,80.92,ELECTRICA
1840,10,82.45,ELECTRICA
1841,4,85.06,ELECTRICA
1842,10,80.71,ELECTRICA
1843,9,82.14,ELECTRICA
1844,11,80.05,ELECTRICA
1845,6,83.07,ELECTRICA
1846,10,81.13,ELECTRICA
1847,5,82.54,ELECTRICA
1848,10,82.95,ELECTRICA
1849,10,80.07,ELECTRICA
1850,8,88.81,ELECTRICA
1851,4,86.83,ELECTRICA
1852,8,79.5,ELECTRICA
1853,8,85.76,ELECTRICA
1854,5,82.08,ELECTRICA
1855,6,89.13,ELECTRICA
1856,12,79.35,ELECTRICA
1857,4,90.83,ELECTRICA
1858,6,84.14,ELECTRICA
1859,4,80.88,ELECTRICA
1860,4,83.67,ELECTRICA
1861,8,90.28,ELECTRICA
1862,10,81.27,ELECTRICA
1863,4,86.17,ELECTRICA
1864,10,77.61,ELECTRICA
1865,4,83.81,ELECTRICA
1866,10,79.71,ELECTRICA
1867,4,90.72,ELECTRICA
1868,8,90.23,ELECTRICA
1869,6,85.57,ELECTRICA
1870,6,86.81,ELECTRICA
1871,6,84.09,ELECTRICA
1872,12,84.83,ELECTRICA
1873,7,78.75,ELECTRICA
1874,10,83.33,ELECTRICA
1875,10,85.12,ELECTRICA
1876,7,82.48,ELECTRICA
1877,6,88.37,ELECTRICA
1878,6,82.81,ELECTRICA
1879,8,88.81,ELECTRICA
1880,8,88.16,ELECTRICA
1881,4,84.65,ELECTRICA
1882,8,89.48,ELECTRICA
1883,8,85.29,ELECTRICA
1884,6,81.44,ELECTRICA
1885,8,80.61,ELECTRICA
1886,9,88.96,ELECTRICA
1887,8,87.93,ELECTRICA
1888,8,90.11,ELECTRICA
1889,5,85.46,ELECTRICA
1890,5,82.86,ELECTRICA
1891,9,83.15,ELECTRICA
1892,10,80.47,ELECTRICA
1893,8,93.23,ELECTRICA
1894,8,85.02,ELECTRICA
1895,4,89,ELECTRICA
1896,8,91.47,ELECTRICA
1897,8,91.95,ELECTRICA
1898,9,91.16,ELECTRICA
1899,8,83.19,ELECTRICA
1900,4,80.69,ELECTRICA
1901,8,86.84,ELECTRICA
1902,10,79.92,ELECTRICA
1903,5,85.32,ELECTRICA
1904,8,81.77,ELECTRICA
1905,10,80.59,ELECTRICA
1906,8,86.35,ELECTRICA
1907,4,81,ELECTRICA
1908,8,88.07,ELECTRICA
1909,12,82.72,ELECTRICA
1910,10,84.06,ELECTRICA
1911,7,82.43,ELECTRICA
1912,8,80.65,ELECTRICA
1913,6,85.16,ELECTRICA
1914,7,88.14,ELECTRICA
1915,8,82.89,ELECTRICA
1916,11,81.75,ELECTRICA
1917,7,81.23,ELECTRICA
1918,5,82.45,ELECTRICA
1919,10,81.73,ELECTRICA
1920,10,80.47,ELECTRICA
1921,5,84.59,ELECTRICA
1922,6,86.9,ELECTRICA
1923,5,85.46,ELECTRICA
1924,10,81.39,ELECTRICA
1925,9,84.16,ELECTRICA
1926,10,81.49,ELECTRICA
1927,6,83.33,ELECTRICA
1928,8,93.33,ELECTRICA
1929,8,90.37,ELECTRICA
1930,12,82.54,ELECTRICA
1931,6,82.7,ELECTRICA
1932,5,81.42,ELECTRICA
1933,4,83.25,ELECTRICA
1934,5,85.63,ELECTRICA
1935,9,82.25,ELECTRICA
1936,10,86.22,ELECTRICA
1937,6,85.22,ELECTRICA
1938,4,84.71,ELECTRICA
1939,10,83.75,ELECTRICA
1940,6,85.14,ELECTRICA
1941,8,82.9,ELECTRICA
1942,6,86.28,ELECTRICA
1943,8,80.55,ELECTRICA
1944,4,79.59,ELECTRICA
1945,8,83.31,ELECTRICA
1946,9,81.82,ELECTRICA
1947,9,82.76,ELECTRICA
1948,4,86.17,ELECTRICA
1949,8,88.09,ELECTRICA
1950,5,81.96,ELECTRICA
1951,6,88.78,ELECTRICA
1952,10,81.31,ELECTRICA
1953,7,82.82,ELECTRICA
1954,11,81.94,ELECTRICA
1955,4,88.22,ELECTRICA
1956,6,82,ELECTRICA
1957,10,83.33,ELECTRICA
1958,10,80.62,ELECTRICA
1959,13,80.86,ELECTRICA
1960,5,80.77,ELECTRICA
1961,6,84.71,ELECTRICA
1962,8,82.13,ELECTRICA
1963,10,82.68,ELECTRICA
1964,1,0,ELECTRICA
1965,2,86.5,ELECTRICA
1966,2,91,ELECTRICA
1967,2,88.75,ELECTRICA
1968,3,85.38,ELECTRICA
1969,2,88.33,ELECTRICA
1970,2,90.83,ELECTRICA
1971,2,88.83,ELECTRICA
1972,3,86.67,ELECTRICA
1973,2,87,ELECTRICA
1974,2,83.5,ELECTRICA
1975,1,0,ELECTRICA
1976,1,0,ELECTRICA
1977,1,0,ELECTRICA
1978,2,89,ELECTRICA
1979,2,86,ELECTRICA
1980,2,85.67,ELECTRICA
1981,2,83.17,ELECTRICA
1982,2,87.25,ELECTRICA
1983,2,89.75,ELECTRICA
1984,2,83,ELECTRICA
1985,2,85.6,ELECTRICA
1986,2,88,ELECTRICA
1987,2,84.67,ELECTRICA
1988,2,87.25,ELECTRICA
1989,1,0,ELECTRICA
1990,1,0,ELECTRICA
1991,2,92.83,ELECTRICA
1992,1,0,ELECTRICA
1993,2,87.5,ELECTRICA
1994,2,84.67,ELECTRICA
1995,1,0,ELECTRICA
1996,2,88.33,ELECTRICA
1997,1,0,ELECTRICA
1998,2,86.67,ELECTRICA
1999,2,87.8,ELECTRICA
2000,2,82.33,ELECTRICA
2001,1,0,ELECTRICA
2002,1,0,ELECTRICA
2003,1,0,ELECTRICA
2004,2,89,ELECTRICA
2005,3,86.89,ELECTRICA
2006,1,0,ELECTRICA
2007,2,94.17,ELECTRICA
2008,2,87,ELECTRICA
2009,2,85.83,ELECTRICA
2010,3,85.27,ELECTRICA
2011,2,83,ELECTRICA
2012,1,0,ELECTRICA
2013,2,86.67,ELECTRICA
2014,3,85,ELECTRICA
2015,2,78.67,ELECTRICA
2016,2,85.83,ELECTRICA
2017,2,90.17,ELECTRICA
2018,1,0,ELECTRICA
2019,1,0,ELECTRICA
2020,3,86.22,ELECTRICA
2021,2,87.5,ELECTRICA
2022,3,86.5,ELECTRICA
2023,2,85.5,ELECTRICA
2024,1,0,ELECTRICA
2025,1,0,ELECTRICA
2026,11,80.93,ELECTRONICA
2027,10,85.49,ELECTRONICA
2028,6,94.07,ELECTRONICA
2029,4,80.33,ELECTRONICA
2030,10,83.55,ELECTRONICA
2031,10,87.62,ELECTRONICA
2032,10,87.78,ELECTRONICA
2033,6,79.92,ELECTRONICA
2034,6,82.28,ELECTRONICA
2035,6,82.62,ELECTRONICA
2036,6,79.45,ELECTRONICA
2037,4,84.53,ELECTRONICA
2038,6,86.5,ELECTRONICA
2039,6,85.96,ELECTRONICA
2040,6,89.17,ELECTRONICA
2041,10,78.06,ELECTRONICA
2042,6,82.47,ELECTRONICA
2043,10,79.52,ELECTRONICA
2044,4,80.46,ELECTRONICA
2045,4,88.41,ELECTRONICA
2046,6,84.26,ELECTRONICA
2047,10,79.09,ELECTRONICA
2048,6,82.75,ELECTRONICA
2049,10,82.08,ELECTRONICA
2050,5,81,ELECTRONICA
2051,8,80.35,ELECTRONICA
2052,6,80.59,ELECTRONICA
2053,8,86.05,ELECTRONICA
2054,12,81,ELECTRONICA
2055,5,85.88,ELECTRONICA
2056,8,87.6,ELECTRONICA
2057,4,90.53,ELECTRONICA
2058,6,81.33,ELECTRONICA
2059,4,89.94,ELECTRONICA
2060,4,85.12,ELECTRONICA
2061,4,89.2,ELECTRONICA
2062,4,87.06,ELECTRONICA
2063,12,78.24,ELECTRONICA
2064,12,78.55,ELECTRONICA
2065,10,80.85,ELECTRONICA
2066,10,80.91,ELECTRONICA
2067,4,92.35,ELECTRONICA
2068,9,78.06,ELECTRONICA
2069,5,86.33,ELECTRONICA
2070,5,84.5,ELECTRONICA
2071,8,85.59,ELECTRONICA
2072,10,83.77,ELECTRONICA
2073,10,80.85,ELECTRONICA
2074,10,82.46,ELECTRONICA
2075,6,89.68,ELECTRONICA
2076,10,84.6,ELECTRONICA
2077,8,80.5,ELECTRONICA
2078,13,79.7,ELECTRONICA
2079,12,81.43,ELECTRONICA
2080,6,83.5,ELECTRONICA
2081,5,80.76,ELECTRONICA
2082,13,77.52,ELECTRONICA
2083,10,83.77,ELECTRONICA
2084,8,86.67,ELECTRONICA
2085,8,79.28,ELECTRONICA
2086,9,92.65,ELECTRONICA
2087,10,82.37,ELECTRONICA
2088,8,82.54,ELECTRONICA
2089,10,81.65,ELECTRONICA
2090,5,77.92,ELECTRONICA
2091,10,84.38,ELECTRONICA
2092,12,82.71,ELECTRONICA
2093,10,79.59,ELECTRONICA
2094,11,81.41,ELECTRONICA
2095,4,84.88,ELECTRONICA
2096,6,86.62,ELECTRONICA
2097,4,81.15,ELECTRONICA
2098,5,78.69,ELECTRONICA
2099,8,78.8,ELECTRONICA
2100,10,79.16,ELECTRONICA
2101,4,84.18,ELECTRONICA
2102,10,81.09,ELECTRONICA
2103,13,79.02,ELECTRONICA
2104,6,82.89,ELECTRONICA
2105,10,82.57,ELECTRONICA
2106,8,80.36,ELECTRONICA
2107,10,79.82,ELECTRONICA
2108,13,80.02,ELECTRONICA
2109,6,84.67,ELECTRONICA
2110,10,85.73,ELECTRONICA
2111,8,87.49,ELECTRONICA
2112,10,83.6,ELECTRONICA
2113,8,78.2,ELECTRONICA
2114,6,79.8,ELECTRONICA
2115,10,82.14,ELECTRONICA
2116,4,85.24,ELECTRONICA
2117,8,78.69,ELECTRONICA
2118,9,82.19,ELECTRONICA
2119,12,78.32,ELECTRONICA
2120,12,77.53,ELECTRONICA
2121,6,84.94,ELECTRONICA
2122,8,83.9,ELECTRONICA
2123,4,83.76,ELECTRONICA
2124,14,77.89,ELECTRONICA
2125,10,82.35,ELECTRONICA
2126,6,85.9,ELECTRONICA
2127,14,81.26,ELECTRONICA
2128,4,86.94,ELECTRONICA
2129,4,78.43,ELECTRONICA
2130,6,84.7,ELECTRONICA
2131,4,78.85,ELECTRONICA
2132,4,80.77,ELECTRONICA
2133,8,83.87,ELECTRONICA
2134,6,85.88,ELECTRONICA
2135,12,79,ELECTRONICA
2136,5,84.28,ELECTRONICA
2137,8,80.07,ELECTRONICA
2138,4,89.88,ELECTRONICA
2139,6,84.21,ELECTRONICA
2140,4,86.69,ELECTRONICA
2141,9,79.43,ELECTRONICA
2142,12,79.16,ELECTRONICA
2143,10,82.58,ELECTRONICA
2144,8,85.92,ELECTRONICA
2145,8,80.5,ELECTRONICA
2146,4,85.65,ELECTRONICA
2147,6,91.83,ELECTRONICA
2148,10,79.27,ELECTRONICA
2149,10,84.47,ELECTRONICA
2150,4,81.53,ELECTRONICA
2151,13,81.53,ELECTRONICA
2152,8,82.57,ELECTRONICA
2153,10,93.26,ELECTRONICA
2154,4,84.57,ELECTRONICA
2155,10,85.41,ELECTRONICA
2156,6,88.69,ELECTRONICA
2157,6,86.62,ELECTRONICA
2158,6,84.52,ELECTRONICA
2159,9,78.87,ELECTRONICA
2160,10,85.88,ELECTRONICA
2161,8,79.07,ELECTRONICA
2162,11,78.31,ELECTRONICA
2163,4,82.94,ELECTRONICA
2164,14,79.73,ELECTRONICA
2165,10,93.6,ELECTRONICA
2166,4,88.06,ELECTRONICA
2167,12,80.42,ELECTRONICA
2168,8,80.83,ELECTRONICA
2169,10,80.69,ELECTRONICA
2170,4,90.12,ELECTRONICA
2171,12,80.93,ELECTRONICA
2172,8,83.11,ELECTRONICA
2173,6,90.45,ELECTRONICA
2174,8,82.09,ELECTRONICA
2175,8,77.04,ELECTRONICA
2176,4,90.38,ELECTRONICA
2177,15,79.91,ELECTRONICA
2178,6,82.77,ELECTRONICA
2179,8,81.22,ELECTRONICA
2180,1,0,ELECTRONICA
2181,2,90.17,ELECTRONICA
2182,3,77.67,ELECTRONICA
2183,1,0,ELECTRONICA
2184,2,95.33,ELECTRONICA
2185,2,94.25,ELECTRONICA
2186,2,92.67,ELECTRONICA
2187,2,93,ELECTRONICA
2188,3,93.33,ELECTRONICA
2189,2,92.5,ELECTRONICA
2190,2,92,ELECTRONICA
2191,1,0,ELECTRONICA
2192,2,93.67,ELECTRONICA
2193,2,95.33,ELECTRONICA
2194,2,88.33,ELECTRONICA
2195,2,96,ELECTRONICA
2196,1,0,ELECTRONICA
2197,2,97.5,ELECTRONICA
2198,2,95,ELECTRONICA
2199,2,97,ELECTRONICA
2200,1,0,ELECTRONICA
2201,2,99.17,ELECTRONICA
2202,2,96.5,ELECTRONICA
2203,1,0,ELECTRONICA
2204,2,97.5,ELECTRONICA
2205,1,0,ELECTRONICA
2206,1,0,ELECTRONICA
2207,2,91,ELECTRONICA
2208,3,84.83,ELECTRONICA
2209,2,97.17,ELECTRONICA
2210,1,0,ELECTRONICA
2211,2,90.6,ELECTRONICA
2212,2,98.5,ELECTRONICA
2213,1,0,ELECTRONICA
2214,3,93.58,ELECTRONICA
2215,2,93.8,ELECTRONICA
2216,2,91.8,ELECTRONICA
2217,3,78.4,ELECTRONICA
2218,1,0,ELECTRONICA
2219,2,90.5,ELECTRONICA
2220,2,94.75,ELECTRONICA
2221,2,91.67,ELECTRONICA
2222,1,0,ELECTRONICA
2223,3,94.17,ELECTRONICA
2224,2,92,ELECTRONICA
2225,2,93,ELECTRONICA
2226,1,0,ELECTRONICA
2227,3,87.33,ELECTRONICA
2228,3,90.75,ELECTRONICA
2229,2,96.33,ELECTRONICA
2230,2,96.17,ELECTRONICA
2231,2,92.17,ELECTRONICA
2232,1,0,ELECTRONICA
2233,2,92.6,ELECTRONICA
2234,2,93.4,ELECTRONICA
2235,2,93.33,ELECTRONICA
2236,2,70,ELECTRONICA
2237,5,84.28,INDUSTRIAL
2238,4,88.58,INDUSTRIAL
2239,9,77.41,INDUSTRIAL
2240,10,79.32,INDUSTRIAL
2241,5,84.62,INDUSTRIAL
2242,11,79.16,INDUSTRIAL
2243,4,89,INDUSTRIAL
2244,9,79.33,INDUSTRIAL
2245,9,78.08,INDUSTRIAL
2246,8,81.16,INDUSTRIAL
2247,4,92.65,INDUSTRIAL
2248,6,93.03,INDUSTRIAL
2249,12,82.69,INDUSTRIAL
2250,9,79.1,INDUSTRIAL
2251,4,85,INDUSTRIAL
2252,10,81.1,INDUSTRIAL
2253,6,92.94,INDUSTRIAL
2254,4,89.38,INDUSTRIAL
2255,8,91.53,INDUSTRIAL
2256,11,85.59,INDUSTRIAL
2257,7,83.95,INDUSTRIAL
2258,7,81.94,INDUSTRIAL
2259,5,82.56,INDUSTRIAL
2260,6,83.3,INDUSTRIAL
2261,5,86.96,INDUSTRIAL
2262,9,76.75,INDUSTRIAL
2263,6,90.27,INDUSTRIAL
2264,8,87.66,INDUSTRIAL
2265,8,83.07,INDUSTRIAL
2266,8,87.77,INDUSTRIAL
2267,5,82.13,INDUSTRIAL
2268,8,84.85,INDUSTRIAL
2269,13,79.35,INDUSTRIAL
2270,5,82,INDUSTRIAL
2271,10,80.34,INDUSTRIAL
2272,10,81.7,INDUSTRIAL
2273,6,91.18,INDUSTRIAL
2274,4,83.81,INDUSTRIAL
2275,6,92.09,INDUSTRIAL
2276,9,77.05,INDUSTRIAL
2277,8,79.78,INDUSTRIAL
2278,11,78.33,INDUSTRIAL
2279,4,83.67,INDUSTRIAL
2280,5,79.58,INDUSTRIAL
2281,9,77.78,INDUSTRIAL
2282,8,85.38,INDUSTRIAL
2283,6,82.11,INDUSTRIAL
2284,6,83.5,INDUSTRIAL
2285,4,93.89,INDUSTRIAL
2286,9,83.73,INDUSTRIAL
2287,13,77.1,INDUSTRIAL
2288,7,82.21,INDUSTRIAL
2289,5,80,INDUSTRIAL
2290,7,81.67,INDUSTRIAL
2291,11,77.43,INDUSTRIAL
2292,5,89.31,INDUSTRIAL
2293,5,79.65,INDUSTRIAL
2294,5,85.15,INDUSTRIAL
2295,3,83.42,INDUSTRIAL
2296,5,81.29,INDUSTRIAL
2297,7,88.42,INDUSTRIAL
2298,8,91.29,INDUSTRIAL
2299,6,85.74,INDUSTRIAL
2300,11,75.53,INDUSTRIAL
2301,6,79.14,INDUSTRIAL
2302,7,88.17,INDUSTRIAL
2303,12,0,INDUSTRIAL
2304,7,86.47,INDUSTRIAL
2305,6,86.1,INDUSTRIAL
2306,5,84.55,INDUSTRIAL
2307,4,93.37,INDUSTRIAL
2308,8,82.43,INDUSTRIAL
2309,5,81.29,INDUSTRIAL
2310,5,82.65,INDUSTRIAL
2311,6,94.09,INDUSTRIAL
2312,9,80,INDUSTRIAL
2313,8,77.74,INDUSTRIAL
2314,10,79.49,INDUSTRIAL
2315,8,86.86,INDUSTRIAL
2316,7,82.64,INDUSTRIAL
2317,10,83.05,INDUSTRIAL
2318,4,84.17,INDUSTRIAL
2319,7,83.03,INDUSTRIAL
2320,6,83.03,INDUSTRIAL
2321,4,93.47,INDUSTRIAL
2322,6,80.37,INDUSTRIAL
2323,7,84,INDUSTRIAL
2324,8,88.7,INDUSTRIAL
2325,9,85.55,INDUSTRIAL
2326,6,79.61,INDUSTRIAL
2327,9,79.85,INDUSTRIAL
2328,6,83.32,INDUSTRIAL
2329,8,81.89,INDUSTRIAL
2330,6,88.79,INDUSTRIAL
2331,7,81.85,INDUSTRIAL
2332,5,89.23,INDUSTRIAL
2333,6,81.43,INDUSTRIAL
2334,9,80.78,INDUSTRIAL
2335,9,87.06,INDUSTRIAL
2336,5,77.13,INDUSTRIAL
2337,11,77.74,INDUSTRIAL
2338,8,82.55,INDUSTRIAL
2339,9,87.1,INDUSTRIAL
2340,3,0,INDUSTRIAL
2341,8,88.75,INDUSTRIAL
2342,9,82.89,INDUSTRIAL
2343,6,86.81,INDUSTRIAL
2344,5,82.59,INDUSTRIAL
2345,7,80.09,INDUSTRIAL
2346,5,78.1,INDUSTRIAL
2347,6,93.5,INDUSTRIAL
2348,5,80.53,INDUSTRIAL
2349,6,80,INDUSTRIAL
2350,6,81.38,INDUSTRIAL
2351,5,86.75,INDUSTRIAL
2352,5,81.94,INDUSTRIAL
2353,5,80.63,INDUSTRIAL
2354,4,85.39,INDUSTRIAL
2355,8,90.79,INDUSTRIAL
2356,9,79.34,INDUSTRIAL
2357,11,82.23,INDUSTRIAL
2358,8,90.95,INDUSTRIAL
2359,6,81.26,INDUSTRIAL
2360,6,78.07,INDUSTRIAL
2361,6,89.75,INDUSTRIAL
2362,5,77.89,INDUSTRIAL
2363,9,78.44,INDUSTRIAL
2364,5,79.25,INDUSTRIAL
2365,11,79.3,INDUSTRIAL
2366,6,85.78,INDUSTRIAL
2367,4,82.16,INDUSTRIAL
2368,6,87.5,INDUSTRIAL
2369,8,82.2,INDUSTRIAL
2370,8,81.21,INDUSTRIAL
2371,8,81.6,INDUSTRIAL
2372,7,82.03,INDUSTRIAL
2373,5,82.16,INDUSTRIAL
2374,6,86.23,INDUSTRIAL
2375,5,87.32,INDUSTRIAL
2376,7,82.07,INDUSTRIAL
2377,4,89.9,INDUSTRIAL
2378,9,83.38,INDUSTRIAL
2379,8,80.18,INDUSTRIAL
2380,11,84.52,INDUSTRIAL
2381,8,87.96,INDUSTRIAL
2382,6,80.82,INDUSTRIAL
2383,5,84.83,INDUSTRIAL
2384,8,77.38,INDUSTRIAL
2385,13,77.69,INDUSTRIAL
2386,8,79.21,INDUSTRIAL
2387,5,77.28,INDUSTRIAL
2388,5,88.52,INDUSTRIAL
2389,6,91.36,INDUSTRIAL
2390,4,83.69,INDUSTRIAL
2391,5,84.45,INDUSTRIAL
2392,11,84.52,INDUSTRIAL
2393,7,89.63,INDUSTRIAL
2394,5,82.59,INDUSTRIAL
2395,4,93.87,INDUSTRIAL
2396,11,74.89,INDUSTRIAL
2397,6,80.71,INDUSTRIAL
2398,8,84.79,INDUSTRIAL
2399,5,84.63,INDUSTRIAL
2400,7,80.38,INDUSTRIAL
2401,11,80.6,INDUSTRIAL
2402,9,78.09,INDUSTRIAL
2403,5,87.92,INDUSTRIAL
2404,4,90.32,INDUSTRIAL
2405,4,0,INDUSTRIAL
2406,5,87.38,INDUSTRIAL
2407,4,90.58,INDUSTRIAL
2408,11,78.02,INDUSTRIAL
2409,7,85.61,INDUSTRIAL
2410,8,87.62,INDUSTRIAL
2411,9,82.81,INDUSTRIAL
2412,4,88.78,INDUSTRIAL
2413,4,93.29,INDUSTRIAL
2414,8,82.7,INDUSTRIAL
2415,3,87.57,INDUSTRIAL
2416,8,93.49,INDUSTRIAL
2417,4,87.21,INDUSTRIAL
2418,7,78.68,INDUSTRIAL
2419,6,86.06,INDUSTRIAL
2420,12,79.33,INDUSTRIAL
2421,8,89.77,INDUSTRIAL
2422,5,80.94,INDUSTRIAL
2423,7,82.44,INDUSTRIAL
2424,9,84.12,INDUSTRIAL
2425,6,87.06,INDUSTRIAL
2426,4,92.9,INDUSTRIAL
2427,9,78.63,INDUSTRIAL
2428,4,84.68,INDUSTRIAL
2429,10,78.58,INDUSTRIAL
2430,8,93.85,INDUSTRIAL
2431,4,92.74,INDUSTRIAL
2432,7,87.51,INDUSTRIAL
2433,4,88.95,INDUSTRIAL
2434,7,80.35,INDUSTRIAL
2435,4,85.45,INDUSTRIAL
2436,6,92.43,INDUSTRIAL
2437,13,77.56,INDUSTRIAL
2438,10,88.89,INDUSTRIAL
2439,6,83.43,INDUSTRIAL
2440,4,88.1,INDUSTRIAL
2441,7,84,INDUSTRIAL
2442,7,79.39,INDUSTRIAL
2443,9,81.41,INDUSTRIAL
2444,7,82.41,INDUSTRIAL
2445,5,89.81,INDUSTRIAL
2446,11,81.36,INDUSTRIAL
2447,6,88.55,INDUSTRIAL
2448,4,85.71,INDUSTRIAL
2449,8,90.06,INDUSTRIAL
2450,11,79.85,INDUSTRIAL
2451,4,85.47,INDUSTRIAL
2452,9,80.51,INDUSTRIAL
2453,7,82.9,INDUSTRIAL
2454,7,84.92,INDUSTRIAL
2455,4,91.53,INDUSTRIAL
2456,10,80.81,INDUSTRIAL
2457,4,81.88,INDUSTRIAL
2458,7,82.58,INDUSTRIAL
2459,7,84.21,INDUSTRIAL
2460,10,76.23,INDUSTRIAL
2461,8,89.5,INDUSTRIAL
2462,6,86.85,INDUSTRIAL
2463,8,79.53,INDUSTRIAL
2464,8,94.44,INDUSTRIAL
2465,5,80.65,INDUSTRIAL
2466,8,90.85,INDUSTRIAL
2467,9,79.32,INDUSTRIAL
2468,4,92.79,INDUSTRIAL
2469,9,80.9,INDUSTRIAL
2470,5,87.29,INDUSTRIAL
2471,7,83.52,INDUSTRIAL
2472,5,82.32,INDUSTRIAL
2473,9,79.95,INDUSTRIAL
2474,6,93.85,INDUSTRIAL
2475,8,84.81,INDUSTRIAL
2476,6,95.21,INDUSTRIAL
2477,5,83.12,INDUSTRIAL
2478,7,83.36,INDUSTRIAL
2479,11,84.98,INDUSTRIAL
2480,7,82.69,INDUSTRIAL
2481,7,86.29,INDUSTRIAL
2482,8,91.27,INDUSTRIAL
2483,4,86.11,INDUSTRIAL
2484,9,83.23,INDUSTRIAL
2485,6,81.84,INDUSTRIAL
2486,9,81.8,INDUSTRIAL
2487,4,86.16,INDUSTRIAL
2488,7,83.57,INDUSTRIAL
2489,8,87.09,INDUSTRIAL
2490,4,88.79,INDUSTRIAL
2491,8,80.39,INDUSTRIAL
2492,7,84.77,INDUSTRIAL
2493,8,83.51,INDUSTRIAL
2494,7,84.54,INDUSTRIAL
